Unit ID,Institution,Year,Major Number,Degree Group,Award Level,CIP Code,CIP Title,Total Completions
204796,Ohio State University-Main Campus,2024,First major,Graduate,Master's degree,44,Public Administration and Social Service Professions,425
204796,Ohio State University-Main Campus,2024,First major,Graduate,Master's degree,45,Social Sciences,45
204796,Ohio State University-Main Campus,2024,First major,Graduate,Master's degree,50,Visual and Performing Arts,27
204796,Ohio State University-Main Campus,2024,First major,Graduate,Master's degree,51,Health Professions and Related Programs,552
204796,Ohio State University-Main Campus,2024,First major,Graduate,Master's degree,52,"Business, Management, Marketing, and Related Support Services",344
204796,Ohio State University-Main Campus,2024,First major,Graduate,Master's degree,54,History,5
204796,Ohio State University-Main Campus,2024,First major,Graduate-Doctoral Professional/Other,Doctor's degree - professional practice,01,Agricultural/Animal/Plant/Veterinary Science and Related Fields,168
204796,Ohio State University-Main Campus,2024,First major,Graduate-Doctoral Professional/Other,Doctor's degree - professional practice,22,Legal Professions and Studies,179
204796,Ohio State University-Main Campus,2024,First major,Graduate-Doctoral Professional/Other,Doctor's degree - professional practice,51,Health Professions and Related Programs,494
204796,Ohio State University-Main Campus,2024,Second major,Bachelors,Bachelor's degree,01,Agricultural/Animal/Plant/Veterinary Science and Related Fields,1
204796,Ohio State University-Main Campus,2024,Second major,Bachelors,Bachelor's degree,04,Architecture and Related Services,1
204796,Ohio State University-Main Campus,2024,Second major,Bachelors,Bachelor's degree,05,"Area, Ethnic, Cultural, Gender, and Group Studies",12
204796,Ohio State University-Main Campus,2024,Second major,Bachelors,Bachelor's degree,09,"Communication, Journalism, and Related Programs",16
204796,Ohio State University-Main Campus,2024,Second major,Bachelors,Bachelor's degree,11,Computer and Information Sciences and Support Services,2
204796,Ohio State University-Main Campus,2024,Second major,Bachelors,Bachelor's degree,16,"Foreign Languages, Literatures, and Linguistics",52
204796,Ohio State University-Main Campus,2024,Second major,Bachelors,Bachelor's degree,19,Family and Consumer Sciences/Human Sciences,5
204796,Ohio State University-Main Campus,2024,Second major,Bachelors,Bachelor's degree,23,English Language and Literature/Letters,14
204796,Ohio State University-Main Campus,2024,Second major,Bachelors,Bachelor's degree,24,"Liberal Arts and Sciences, General Studies and Humanities",1
204796,Ohio State University-Main Campus,2024,Second major,Bachelors,Bachelor's degree,26,Biological and Biomedical Sciences,15
204796,Ohio State University-Main Campus,2024,Second major,Bachelors,Bachelor's degree,27,Mathematics and Statistics,11
204796,Ohio State University-Main Campus,2024,Second major,Bachelors,Bachelor's degree,30,Multi/Interdisciplinary Studies,3
204796,Ohio State University-Main Campus,2024,Second major,Bachelors,Bachelor's degree,38,Philosophy and Religious Studies,1
204796,Ohio State University-Main Campus,2024,Second major,Bachelors,Bachelor's degree,40,Physical Sciences,25
204796,Ohio State University-Main Campus,2024,Second major,Bachelors,Bachelor's degree,42,Psychology,39
204796,Ohio State University-Main Campus,2024,Second major,Bachelors,Bachelor's degree,44,Public Administration and Social Service Professions,14
204796,Ohio State University-Main Campus,2024,Second major,Bachelors,Bachelor's degree,45,Social Sciences,95
204796,Ohio State University-Main Campus,2024,Second major,Bachelors,Bachelor's degree,50,Visual and Performing Arts,10
204796,Ohio State University-Main Campus,2024,Second major,Bachelors,Bachelor's degree,52,"Business, Management, Marketing, and Related Support Services",139
204796,Ohio State University-Main Campus,2024,Second major,Bachelors,Bachelor's degree,54,History,13
214777,Pennsylvania State University-Main Campus,2024,First major,Associates,Associate's degree,13,Education,3
214777,Pennsylvania State University-Main Campus,2024,First major,Associates,Associate's degree,24,"Liberal Arts and Sciences, General Studies and Humanities",2
214777,Pennsylvania State University-Main Campus,2024,First major,Associates,Associate's degree,43,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services",0
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,01,Agricultural/Animal/Plant/Veterinary Science and Related Fields,403
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,03,Natural Resources and Conservation,78
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,04,Architecture and Related Services,93
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,05,"Area, Ethnic, Cultural, Gender, and Group Studies",26
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,09,"Communication, Journalism, and Related Programs",807
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,11,Computer and Information Sciences and Support Services,1219
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,13,Education,399
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,14,Engineering,1620
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,16,"Foreign Languages, Literatures, and Linguistics",92
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,19,Family and Consumer Sciences/Human Sciences,53
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,23,English Language and Literature/Letters,71
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,24,"Liberal Arts and Sciences, General Studies and Humanities",9
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,26,Biological and Biomedical Sciences,742
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,27,Mathematics and Statistics,200
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,30,Multi/Interdisciplinary Studies,340
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,31,"Parks, Recreation, Leisure, Fitness, and Kinesiology",304
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,38,Philosophy and Religious Studies,36
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,40,Physical Sciences,323
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,41,Science Technologies/Technicians,27
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,42,Psychology,512
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,43,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services",296
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,45,Social Sciences,739
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,50,Visual and Performing Arts,233
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,51,Health Professions and Related Programs,444
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,52,"Business, Management, Marketing, and Related Support Services",1790
214777,Pennsylvania State University-Main Campus,2024,First major,Bachelors,Bachelor's degree,54,History,58
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,01,Agricultural/Animal/Plant/Veterinary Science and Related Fields,20
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,03,Natural Resources and Conservation,2
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,04,Architecture and Related Services,5
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,09,"Communication, Journalism, and Related Programs",19
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,11,Computer and Information Sciences and Support Services,49
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,13,Education,59
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,14,Engineering,221
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,16,"Foreign Languages, Literatures, and Linguistics",28
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,19,Family and Consumer Sciences/Human Sciences,10
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,22,Legal Professions and Studies,3
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,23,English Language and Literature/Letters,12
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,26,Biological and Biomedical Sciences,89
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,27,Mathematics and Statistics,20
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,30,Multi/Interdisciplinary Studies,13
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,31,"Parks, Recreation, Leisure, Fitness, and Kinesiology",9
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,38,Philosophy and Religious Studies,5
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,40,Physical Sciences,80
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,42,Psychology,23
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,45,Social Sciences,42
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,50,Visual and Performing Arts,2
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,51,Health Professions and Related Programs,15
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,52,"Business, Management, Marketing, and Related Support Services",9
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,54,History,8
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,01,Agricultural/Animal/Plant/Veterinary Science and Related Fields,25
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,03,Natural Resources and Conservation,7
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,04,Architecture and Related Services,25
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,09,"Communication, Journalism, and Related Programs",5
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,11,Computer and Information Sciences and Support Services,102
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,13,Education,81
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,14,Engineering,328
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,15,Engineering/Engineering-related Technologies/Technicians,3
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,16,"Foreign Languages, Literatures, and Linguistics",12
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,19,Family and Consumer Sciences/Human Sciences,14
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,22,Legal Professions and Studies,176
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,23,English Language and Literature/Letters,18
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,26,Biological and Biomedical Sciences,48
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,27,Mathematics and Statistics,56
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,30,Multi/Interdisciplinary Studies,71
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,31,"Parks, Recreation, Leisure, Fitness, and Kinesiology",5
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,38,Philosophy and Religious Studies,4
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,40,Physical Sciences,51
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,42,Psychology,28
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,43,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services",8
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,44,Public Administration and Social Service Professions,25
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,45,Social Sciences,31
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,50,Visual and Performing Arts,40
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,51,Health Professions and Related Programs,112
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,52,"Business, Management, Marketing, and Related Support Services",410
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate,Master's degree,54,History,2
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate-Doctoral Professional/Other,Doctor's degree - professional practice,22,Legal Professions and Studies,230
214777,Pennsylvania State University-Main Campus,2024,First major,Graduate-Doctoral Professional/Other,Doctor's degree - professional practice,51,Health Professions and Related Programs,135
243780,Purdue University-Main Campus,2024,First major,Associates,Associate's degree,01,Agricultural/Animal/Plant/Veterinary Science and Related Fields,67
243780,Purdue University-Main Campus,2024,First major,Associates,Associate's degree,15,Engineering/Engineering-related Technologies/Technicians,3
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,01,Agricultural/Animal/Plant/Veterinary Science and Related Fields,431
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,03,Natural Resources and Conservation,104
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,04,Architecture and Related Services,17
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,05,"Area, Ethnic, Cultural, Gender, and Group Studies",25
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,09,"Communication, Journalism, and Related Programs",121
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,11,Computer and Information Sciences and Support Services,926
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,13,Education,198
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,14,Engineering,2413
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,15,Engineering/Engineering-related Technologies/Technicians,660
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,16,"Foreign Languages, Literatures, and Linguistics",60
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,19,Family and Consumer Sciences/Human Sciences,100
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,23,English Language and Literature/Letters,93
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,24,"Liberal Arts and Sciences, General Studies and Humanities",7
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,26,Biological and Biomedical Sciences,622
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,27,Mathematics and Statistics,300
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,30,Multi/Interdisciplinary Studies,55
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,38,Philosophy and Religious Studies,22
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,40,Physical Sciences,183
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,42,Psychology,375
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,45,Social Sciences,468
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,49,Transportation and Materials Moving,173
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,50,Visual and Performing Arts,139
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,51,Health Professions and Related Programs,473
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,52,"Business, Management, Marketing, and Related Support Services",1062
243780,Purdue University-Main Campus,2024,First major,Bachelors,Bachelor's degree,54,History,51
243780,Purdue University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,01,Agricultural/Animal/Plant/Veterinary Science and Related Fields,35
243780,Purdue University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,03,Natural Resources and Conservation,9
243780,Purdue University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,05,"Area, Ethnic, Cultural, Gender, and Group Studies",4
243780,Purdue University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,09,"Communication, Journalism, and Related Programs",9
243780,Purdue University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,11,Computer and Information Sciences and Support Services,40
243780,Purdue University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,13,Education,29
243780,Purdue University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,14,Engineering,361
243780,Purdue University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,15,Engineering/Engineering-related Technologies/Technicians,38
243780,Purdue University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,16,"Foreign Languages, Literatures, and Linguistics",9
243780,Purdue University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,19,Family and Consumer Sciences/Human Sciences,4
243780,Purdue University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,23,English Language and Literature/Letters,12
243780,Purdue University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,26,Biological and Biomedical Sciences,43
243780,Purdue University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,27,Mathematics and Statistics,42
243780,Purdue University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,30,Multi/Interdisciplinary Studies,5
243780,Purdue University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,31,"Parks, Recreation, Leisure, Fitness, and Kinesiology",1
243780,Purdue University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,38,Philosophy and Religious Studies,5
243780,Purdue University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,40,Physical Sciences,108
243780,Purdue University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,42,Psychology,10
243780,Purdue University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,45,Social Sciences,18
243780,Purdue University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,49,Transportation and Materials Moving,0
243780,Purdue University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,51,Health Professions and Related Programs,35
243780,Purdue University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,52,"Business, Management, Marketing, and Related Support Services",10
243780,Purdue University-Main Campus,2024,First major,Graduate,Doctor's degree - research/scholarship,54,History,6
243780,Purdue University-Main Campus,2024,First major,Graduate,Master's degree,01,Agricultural/Animal/Plant/Veterinary Science and Related Fields,93
243780,Purdue University-Main Campus,2024,First major,Graduate,Master's degree,03,Natural Resources and Conservation,15
243780,Purdue University-Main Campus,2024,First major,Graduate,Master's degree,05,"Area, Ethnic, Cultural, Gender, and Group Studies",1
243780,Purdue University-Main Campus,2024,First major,Graduate,Master's degree,09,"Communication, Journalism, and Related Programs",78
243780,Purdue University-Main Campus,2024,First major,Graduate,Master's degree,11,Computer and Information Sciences and Support Services,208
243780,Purdue University-Main Campus,2024,First major,Graduate,Master's degree,13,Education,224
243780,Purdue University-Main Campus,2024,First major,Graduate,Master's degree,14,Engineering,1298
243780,Purdue University-Main Campus,2024,First major,Graduate,Master's degree,15,Engineering/Engineering-related Technologies/Technicians,124
243780,Purdue University-Main Campus,2024,First major,Graduate,Master's degree,16,"Foreign Languages, Literatures, and Linguistics",7
243780,Purdue University-Main Campus,2024,First major,Graduate,Master's degree,19,Family and Consumer Sciences/Human Sciences,5
243780,Purdue University-Main Campus,2024,First major,Graduate,Master's degree,23,English Language and Literature/Letters,2
243780,Purdue University-Main Campus,2024,First major,Graduate,Master's degree,26,Biological and Biomedical Sciences,30
243780,Purdue University-Main Campus,2024,First major,Graduate,Master's degree,27,Mathematics and Statistics,36
243780,Purdue University-Main Campus,2024,First major,Graduate,Master's degree,29,Military Technologies and Applied Sciences,2
243780,Purdue University-Main Campus,2024,First major,Graduate,Master's degree,30,Multi/Interdisciplinary Studies,0
243780,Purdue University-Main Campus,2024,First major,Graduate,Master's degree,38,Philosophy and Religious Studies,5
243780,Purdue University-Main Campus,2024,First major,Graduate,Master's degree,40,Physical Sciences,47
243780,Purdue University-Main Campus,2024,First major,Graduate,Master's degree,42,Psychology,8
243780,Purdue University-Main Campus,2024,First major,Graduate,Master's degree,45,Social Sciences,66
243780,Purdue University-Main Campus,2024,First major,Graduate,Master's degree,49,Transportation and Materials Moving,67
243780,Purdue University-Main Campus,2024,First major,Graduate,Master's degree,50,Visual and Performing Arts,16
243780,Purdue University-Main Campus,2024,First major,Graduate,Master's degree,51,Health Professions and Related Programs,184
243780,Purdue University-Main Campus,2024,First major,Graduate,Master's degree,52,"Business, Management, Marketing, and Related Support Services",449
243780,Purdue University-Main Campus,2024,First major,Graduate,Master's degree,54,History,3
243780,Purdue University-Main Campus,2024,First major,Graduate-Doctoral Professional/Other,Doctor's degree - professional practice,01,Agricultural/Animal/Plant/Veterinary Science and Related Fields,74
243780,Purdue University-Main Campus,2024,First major,Graduate-Doctoral Professional/Other,Doctor's degree - professional practice,14,Engineering,0
243780,Purdue University-Main Campus,2024,First major,Graduate-Doctoral Professional/Other,Doctor's degree - professional practice,15,Engineering/Engineering-related Technologies/Technicians,18
243780,Purdue University-Main Campus,2024,First major,Graduate-Doctoral Professional/Other,Doctor's degree - professional practice,26,Biological and Biomedical Sciences,0
243780,Purdue University-Main Campus,2024,First major,Graduate-Doctoral Professional/Other,Doctor's degree - professional practice,51,Health Professions and Related Programs,167
243780,Purdue University-Main Campus,2024,Second major,Bachelors,Bachelor's degree,03,Natural Resources and Conservation,2
186380,Rutgers University-New Brunswick,2024,First major,Associates,Associate's degree,51,Health Professions and Related Programs,27
186380,Rutgers University-New Brunswick,2024,First major,Bachelors,Bachelor's degree,01,Agricultural/Animal/Plant/Veterinary Science and Related Fields,128
186380,Rutgers University-New Brunswick,2024,First major,Bachelors,Bachelor's degree,03,Natural Resources and Conservation,101
186380,Rutgers University-New Brunswick,2024,First major,Bachelors,Bachelor's degree,04,Architecture and Related Services,39
186380,Rutgers University-New Brunswick,2024,First major,Bachelors,Bachelor's degree,05,"Area, Ethnic, Cultural, Gender, and Group Studies",22
186380,Rutgers University-New Brunswick,2024,First major,Bachelors,Bachelor's degree,09,"Communication, Journalism, and Related Programs",391
186380,Rutgers University-New Brunswick,2024,First major,Bachelors,Bachelor's degree,11,Computer and Information Sciences and Support Services,1131
186380,Rutgers University-New Brunswick,2024,First major,Bachelors,Bachelor's degree,13,Education,1
186380,Rutgers University-New Brunswick,2024,First major,Bachelors,Bachelor's degree,14,Engineering,825
186380,Rutgers University-New Brunswick,2024,First major,Bachelors,Bachelor's degree,16,"Foreign Languages, Literatures, and Linguistics",74
186380,Rutgers University-New Brunswick,2024,First major,Bachelors,Bachelor's degree,23,English Language and Literature/Letters,106
186380,Rutgers University-New Brunswick,2024,First major,Bachelors,Bachelor's degree,26,Biological and Biomedical Sciences,748
186380,Rutgers University-New Brunswick,2024,First major,Bachelors,Bachelor's degree,27,Mathematics and Statistics,153
186380,Rutgers University-New Brunswick,2024,First major,Bachelors,Bachelor's degree,30,Multi/Interdisciplinary Studies,76
186380,Rutgers University-New Brunswick,2024,First major,Bachelors,Bachelor's degree,31,"Parks, Recreation, Leisure, Fitness, and Kinesiology",301
186380,Rutgers University-New Brunswick,2024,First major,Bachelors,Bachelor's degree,38,Philosophy and Religious Studies,25
186380,Rutgers University-New Brunswick,2024,First major,Bachelors,Bachelor's degree,40,Physical Sciences,108
186380,Rutgers University-New Brunswick,2024,First major,Bachelors,Bachelor's degree,42,Psychology,570
186380,Rutgers University-New Brunswick,2024,First major,Bachelors,Bachelor's degree,43,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services",172
186380,Rutgers University-New Brunswick,2024,First major,Bachelors,Bachelor's degree,44,Public Administration and Social Service Professions,100
186380,Rutgers University-New Brunswick,2024,First major,Bachelors,Bachelor's degree,45,Social Sciences,541
186380,Rutgers University-New Brunswick,2024,First major,Bachelors,Bachelor's degree,50,Visual and Performing Arts,203
186380,Rutgers University-New Brunswick,2024,First major,Bachelors,Bachelor's degree,51,Health Professions and Related Programs,768
186380,Rutgers University-New Brunswick,2024,First major,Bachelors,Bachelor's degree,52,"Business, Management, Marketing, and Related Support Services",1777
186380,Rutgers University-New Brunswick,2024,First major,Bachelors,Bachelor's degree,54,History,78
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Doctor's degree - research/scholarship,01,Agricultural/Animal/Plant/Veterinary Science and Related Fields,8
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Doctor's degree - research/scholarship,03,Natural Resources and Conservation,6
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Doctor's degree - research/scholarship,04,Architecture and Related Services,5
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Doctor's degree - research/scholarship,05,"Area, Ethnic, Cultural, Gender, and Group Studies",1
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Doctor's degree - research/scholarship,11,Computer and Information Sciences and Support Services,30
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Doctor's degree - research/scholarship,13,Education,25
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Doctor's degree - research/scholarship,14,Engineering,44
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Doctor's degree - research/scholarship,16,"Foreign Languages, Literatures, and Linguistics",17
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Doctor's degree - research/scholarship,23,English Language and Literature/Letters,9
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Doctor's degree - research/scholarship,25,Library Science,0
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Doctor's degree - research/scholarship,26,Biological and Biomedical Sciences,78
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Doctor's degree - research/scholarship,27,Mathematics and Statistics,27
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Doctor's degree - research/scholarship,30,Multi/Interdisciplinary Studies,9
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Doctor's degree - research/scholarship,31,"Parks, Recreation, Leisure, Fitness, and Kinesiology",3
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Doctor's degree - research/scholarship,38,Philosophy and Religious Studies,3
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Doctor's degree - research/scholarship,40,Physical Sciences,44
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Doctor's degree - research/scholarship,42,Psychology,45
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Doctor's degree - research/scholarship,44,Public Administration and Social Service Professions,18
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Doctor's degree - research/scholarship,45,Social Sciences,33
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Doctor's degree - research/scholarship,50,Visual and Performing Arts,7
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Doctor's degree - research/scholarship,51,Health Professions and Related Programs,288
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Doctor's degree - research/scholarship,52,"Business, Management, Marketing, and Related Support Services",2
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Doctor's degree - research/scholarship,54,History,11
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Master's degree,01,Agricultural/Animal/Plant/Veterinary Science and Related Fields,10
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Master's degree,03,Natural Resources and Conservation,7
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Master's degree,04,Architecture and Related Services,6
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Master's degree,05,"Area, Ethnic, Cultural, Gender, and Group Studies",7
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Master's degree,09,"Communication, Journalism, and Related Programs",13
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Master's degree,11,Computer and Information Sciences and Support Services,392
186380,Rutgers University-New Brunswick,2024,First major,Graduate,Master's degree,13,Education,215
